OTU ID		DF_5_6	HN_4_5	DF_2_5	HN_4_4	DF_4_2	HN_2_3	DF_1_1	LN_7_3	LN_2_2	DF_5_1	HN_3_5	HN_4_6	HN_1_3	HN_3_4	DF_7_5	LN_6_3	HN_1_2	LN_3_4	DF_1_5	LN_6_2	LN_3_1	HN_3_3	HN_6_8	DF_2_1	DF_4_8	HN_6_4	HN_5_3	HN_1_4	LN_1_2	DF_7_1	LN_3_6	LN_5_3	HN_1_7	HN_3_7	DF_4_4	HN_5_5	LN_2_1	LN_5_6	HN_5_2	DF_5_2	DF_6_6	LN_7_2	HN_2_2	DF_7_4	DF_3_6	HN_1_5	LN_5_5	DF_7_8	DF_6_7	LN_2_4	DF_2_7	HN_3_2	HN_4_7	DF_4_5	DF_1_4	DF_5_5	LN_5_7	DF_3_2	DF_5_8	DF_3_1	HN_2_4	DF_2_8	DF_4_3	DF_3_4	DF_6_3	DF_7_6	DF_4_6	DF_6_2	HN_3_6	HN_1_8	DF_2_4	HN_6_3	DF_6_5	LN_5_1	HN_4_1	DF_6_1	LN_1_3	LN_5_4	DF_7_7	DF_5_4	DF_3_8	DF_1_7	HN_1_1	LN_6_4	DF_5_7	DF_7_2	LN_2_3	DF_6_4	DF_1_3	HN_5_6	DF_4_1	HN_4_8	DF_2_3	DF_3_7	DF_6_8	DF_4_7	LN_5_8	HN_5_8	HN_5_4	DF_1_8	LN_1_1	HN_5_7	DF_1_2	LN_3_3	HN_3_8	DF_5_3	HN_6_2	DF_2_6	DF_3_5	HN_6_6	HN_6_5	DF_1_6	HN_6_1	HN_5_1	LN_3_5	DF_2_2	DF_3_3	HN_1_6	HN_4_3	HN_6_7	LN_6_1	LN_4_1	HN_4_2	HN_2_1	LN_3_2	LN_5_2
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Robinsoniella;uncultured Lachnospiraceae bacterium	OTU_269	20	0	31	6	8	3	6	5	3	28	0	1	12	2	17	0	14	154	13	0	90	5	0	7	16	0	18	18	1	13	0	0	0	1	32	1	12	0	17	28	0	8	2	0	34	1	0	1	0	1	2	2	0	12	20	17	0	4	67	3	5	0	29	37	0	9	7	6	3	0	13	2	0	19	2	27	6	0	0	0	3	24	28	0	9	8	5	39	12	0	34	0	0	1	0	9	0	0	0	21	2	0	54	42	0	13	8	0	54	0	0	2	26	28	0	23	1	5	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Blattella germanica (German cockroach)	OTU_407	0	0	0	7	0	0	0	0	0	1	0	0	30	0	0	0	70	0	0	0	0	0	0	4	0	0	0	36	0	0	0	298	0	0	2	0	0	0	0	3	17	0	0	0	0	16	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;uncultured bacterium	OTU_191	13	16	101	5	7	3	31	1	32	906	5	17	5	6	0	15	1	6	7	125	8	12	2	44	0	13	0	10	1	1	0	19	34	7	153	0	10	0	0	231	1	11	2	4	5	1	7	3	16	5	2	17	50	6	57	50	0	6	7	10	3	6	0	0	5	5	4	10	0	1	4	0	22	1	52	8	12	2	12	3	7	12	0	0	21	0	49	38	18	9	1	0	13	0	7	3	0	6	0	6	2	27	15	8	625	3	9	2	1	2	0	2	0	0	0	20	6	98	1	3	12	1	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Tuzzerella;uncultured bacterium	OTU_4031	24	1	0	0	0	19	12	30	2	13	1	0	18	0	1	3	20	1	12	0	16	2	0	3	4	0	10	2	5	0	0	0	3	1	5	1	8	0	4	2	2	1	0	0	1	1	0	0	2	3	2	0	6	14	6	9	0	2	0	4	14	4	7	3	4	0	2	13	0	1	6	0	4	4	1	10	2	0	0	4	2	17	6	0	4	6	3	16	1	0	0	0	2	0	2	0	1	0	5	20	0	3	18	1	4	6	2	0	7	0	1	1	5	0	0	2	2	0	1	1	0	2	1	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Tyzzerella;uncultured bacterium	OTU_414	24	7	7	5	5	9	447	13	6	27	3	20	2	4	16	0	2	20	34	0	92	0	0	27	8	234	29	5	8	35	0	16	3	4	31	9	2	2	7	11	14	7	3	6	62	0	1	14	6	4	20	4	5	22	116	119	0	5	31	5	10	41	14	8	17	15	4	364	3	4	23	3	8	23	2	147	8	1	16	9	38	71	8	0	21	6	7	77	11	0	3	3	73	9	5	9	2	89	1	35	0	80	67	0	14	11	2	6	15	0	0	29	14	5	7	97	0	5	4	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Tyzzerella;uncultured Clostridiales bacterium	OTU_326	32	13	28	8	2	4	11	0	0	18	14	20	8	7	1	0	0	5	0	7	4	6	0	47	3	3	58	6	2	1	0	0	0	14	25	1	34	2	4	18	0	12	25	0	195	0	3	0	0	5	7	8	6	0	17	62	0	0	92	3	3	10	31	7	3	0	1	23	13	9	0	1	0	2	4	38	2	0	0	0	11	2	11	0	22	0	5	60	1	0	0	6	17	0	0	2	0	2	0	0	1	13	0	4	0	0	19	6	0	0	0	0	0	13	0	9	1	0	3	0	7	6	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Tyzzerella;uncultured Firmicutes bacterium	OTU_677	22	0	10	2	3	0	24	0	1	5	0	4	0	0	9	0	0	1	73	2	20	0	0	13	10	3	0	0	0	7	0	0	0	3	0	0	3	0	1	13	11	0	1	1	20	0	0	6	1	0	2	1	0	42	31	18	0	8	23	23	1	14	1	10	52	16	8	21	1	7	38	1	4	2	0	7	0	0	4	8	0	33	4	0	9	0	0	73	21	0	0	0	10	0	0	14	0	6	0	23	0	4	77	10	0	30	2	0	2	0	0	28	8	24	0	12	6	0	1	0	6	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Tyzzerella;uncultured Lachnospiraceae bacterium	OTU_64656	123	43	68	87	2	166	74	182	137	92	118	150	20	99	34	5	2	43	78	5	213	90	3	100	104	48	51	140	19	20	0	78	17	126	165	7	72	42	21	84	89	178	50	8	42	13	55	27	158	37	38	196	24	115	86	155	9	76	121	276	39	33	13	107	49	59	174	281	88	44	182	9	27	78	115	35	40	32	38	30	15	182	66	0	90	29	127	127	93	11	1	19	48	2	18	126	1	21	1	84	3	11	177	1	36	82	12	13	36	17	20	58	19	52	6	102	123	10	56	13	19	20	27	2	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured bacterium	OTU_49724	26	21	8	41	15	21	749	44	79	50	379	25	19	198	15	83	18	80	20	203	37	608	126	61	9	85	67	20	7	14	0	471	4	842	32	152	196	11	24	55	17	16	14	10	16	4	1810	9	23	4	20	84	15	22	71	85	9	13	25	28	6	143	25	72	36	12	18	76	360	386	33	245	17	29	13	46	56	1226	7	4	0	164	22	1	16	8	119	51	57	3	3	0	183	8	3	47	914	80	451	34	14	146	51	27	11	6	140	0	12	4	67	6	17	22	9	116	23	7	445	206	696	324	7	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;XBB1006;uncultured bacterium	OTU_59706	1	1	4	0	0	0	0	8	7	4	26	1	5	4	1	0	13	2	8	13	1	3	31	3	8	15	10	5	1	16	0	38	0	3	12	0	5	0	0	11	7	1	4	14	0	1	0	2	30	38	2	1	4	12	4	0	0	1	3	6	0	2	0	0	1	11	17	0	9	3	4	1	30	3	5	2	0	0	3	3	0	9	0	0	5	0	66	7	21	3	1	0	1	0	38	4	0	8	0	4	0	20	3	0	34	0	2	1	0	44	55	2	0	4	0	11	3	9	1	36	3	5	0	0	0	0
Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae;Monoglobus;uncultured bacterium	OTU_290	13	5	10	0	2	3	148	38	109	51	6	18	3	9	26	1	0	4	18	3	38	8	402	19	101	49	36	8	12	28	0	8	7	9	26	37	48	10	8	34	18	64	18	13	55	3	8	81	33	43	6	10	20	43	44	33	5	5	52	6	12	51	31	24	19	26	33	92	1	2	27	4	40	48	4	11	9	0	85	1	51	132	13	3	116	22	43	32	41	63	13	0	51	1	35	48	5	50	0	30	9	15	27	0	3	17	12	6	47	159	152	15	28	7	1	54	5	5	2	103	2	4	0	0	0	0
Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae;Monoglobus;uncultured Clostridiaceae bacterium	OTU_460	27	5	2	7	3	8	10	18	2	76	7	16	6	13	2	2	0	0	27	0	109	7	2	6	55	2	7	5	13	6	0	0	1	18	20	0	43	0	1	42	3	8	2	0	5	0	1	4	0	3	4	3	3	140	32	24	1	14	36	24	1	2	14	8	1	3	75	7	6	2	47	0	0	57	15	1	15	0	0	6	0	8	3	1	29	1	4	43	3	5	6	0	12	0	2	5	6	1	0	0	0	0	42	3	0	17	0	0	13	0	0	5	1	0	0	22	26	0	0	2	6	20	0	0	0	0
Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae;Monoglobus;uncultured Clostridiales bacterium	OTU_99	1	0	29	0	1	0	7	85	115	32	0	0	8	0	0	0	0	0	3	0	60	0	0	22	0	5	109	0	34	1	0	0	0	0	16	4	199	0	0	13	12	77	23	0	62	0	0	0	3	171	15	0	0	30	20	36	0	1	21	0	0	7	31	16	9	0	5	47	0	0	41	0	32	6	0	7	9	0	0	0	3	50	5	0	8	0	86	15	17	0	2	0	3	2	1	0	0	3	0	24	0	7	31	0	0	3	3	10	14	0	0	0	12	9	0	19	1	0	0	0	4	45	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Clostridium] methylpentosum group;uncultured bacterium;Other	OTU_2492	0	0	65	0	11	17	0	7	5	24	0	0	8	0	1	0	24	7	11	0	4	0	0	0	32	0	2	2	0	1	0	0	0	0	47	1	28	0	0	52	0	4	8	0	4	0	0	0	0	0	4	0	0	43	0	1	0	15	0	27	4	3	9	6	0	0	3	1	0	0	9	0	0	13	0	0	0	0	0	0	6	40	1	1	0	0	0	15	1	0	0	0	0	0	0	12	0	0	0	19	0	1	11	0	0	4	3	8	5	0	0	2	2	1	0	0	3	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group;uncultured bacterium;Other	OTU_141257	526	24	205	22	63	42	158	197	2806	297	154	62	62	120	139	56	9	441	1336	87	385	157	57	147	131	58	802	44	84	129	0	68	22	186	271	44	130	16	161	199	101	602	643	89	161	14	52	43	151	344	40	87	22	114	301	289	132	99	909	94	30	123	135	201	84	142	65	177	147	133	145	50	119	143	66	98	230	22	59	49	351	13721	109	58	1490	124	825	373	254	53	56	3	310	55	124	97	29	51	18	1263	107	29	257	20	27	412	120	23	120	88	43	2955	54	190	51	992	38	46	18	68	315	106	1	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group;uncultured Firmicutes bacterium;Other	OTU_333	28	0	34	4	6	3	20	42	869	98	7	1	5	0	136	3	9	50	68	10	174	1	7	38	67	4	40	0	89	25	0	29	0	4	143	2	17	31	29	87	71	205	41	25	23	0	39	46	48	85	7	15	1	98	40	82	28	35	246	72	3	36	19	16	17	144	44	43	1	3	113	18	35	93	28	25	75	16	41	4	9	158	76	8	169	4	232	78	75	0	3	1	13	0	37	76	10	1	0	24	16	6	59	4	4	22	57	4	8	18	10	6	53	78	3	37	11	5	8	20	45	3	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group;uncultured rumen bacterium;Other	OTU_81390	4	1	0	0	0	1	0	0	2	2	24	4	0	21	4	3	0	1	0	0	16	26	0	0	23	0	13	6	0	4	0	0	0	57	2	12	83	3	2	2	3	2	0	2	0	0	0	2	17	1	0	29	3	41	17	7	5	5	4	11	4	1	2	4	0	1	17	0	17	18	7	0	5	1	4	0	0	0	0	0	0	2	0	1	3	0	3	21	10	13	0	0	0	0	5	16	0	14	1	1	0	8	2	0	0	3	1	0	0	0	0	0	0	3	0	4	1	0	0	1	0	25	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group;uncultured Ruminococcaceae bacterium;Other	OTU_1319	1	0	19	0	0	30	1	6	10	9	0	5	5	1	0	0	3	2	0	0	9	17	0	4	21	1	12	0	1	0	0	5	2	2	14	0	15	1	15	4	1	23	292	0	1	0	5	0	2	0	0	21	1	18	2	0	1	0	0	5	26	3	1	0	1	5	6	5	3	4	20	0	3	0	3	7	10	1	1	0	0	1	0	0	2	0	2	0	2	0	2	0	1	0	4	2	0	0	0	3	0	0	0	0	0	1	0	0	3	3	0	3	0	7	0	0	0	0	0	0	2	1	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus;uncultured bacterium	OTU_1032	17	0	24	0	3	3	2	7	0	24	0	0	4	0	0	0	2	13	12	0	1	0	0	0	5	0	4	2	2	0	0	1	0	4	15	0	3	0	0	40	0	38	2	1	0	0	3	0	2	0	1	1	0	28	15	5	0	16	7	34	0	2	0	5	13	0	11	1	0	0	3	0	0	16	2	0	0	1	0	3	0	34	1	0	6	2	0	15	13	0	12	0	4	0	1	22	2	1	0	18	0	0	56	2	0	7	0	2	2	0	0	0	0	0	0	4	10	1	1	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;UCG-009;uncultured bacterium	OTU_35660	4	17	35	7	3	9	12	11	35	16	14	30	4	6	11	0	0	0	5	0	6	7	11	7	18	7	7	8	3	10	0	11	1	23	38	13	25	15	2	9	7	10	2	18	6	0	4	4	17	7	2	14	19	16	9	11	9	5	20	3	55	5	15	2	4	27	15	3	8	10	25	0	0	7	4	1	2	0	7	0	6	22	5	8	4	4	19	13	12	1	0	3	3	0	9	17	0	7	0	3	2	3	7	0	3	4	2	2	3	21	5	2	2	3	0	11	15	4	0	9	3	9	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;UCG-009;uncultured Firmicutes bacterium	OTU_257	22	20	53	4	6	16	57	17	74	57	36	41	6	35	71	5	0	0	104	0	185	23	11	40	104	7	14	9	12	23	0	11	7	39	132	4	36	30	24	37	102	106	28	150	22	1	18	30	70	23	25	97	47	59	38	106	21	18	155	78	38	20	27	23	32	169	112	84	32	17	84	6	33	173	53	16	9	13	64	7	11	311	23	4	67	39	33	116	110	3	4	0	48	2	39	120	11	7	1	65	7	7	124	0	1	54	15	29	14	45	18	25	24	39	0	66	70	14	11	15	7	16	7	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;UCG-009;uncultured rumen bacterium	OTU_517	29	6	3	22	1	36	33	60	21	43	32	47	2	7	15	0	0	0	13	0	16	5	1	4	79	1	14	8	8	5	0	20	8	18	14	0	6	0	2	18	12	5	7	26	11	2	0	5	18	6	26	29	15	43	48	21	0	1	33	63	43	15	16	10	50	15	28	111	16	6	31	0	10	13	11	6	18	0	29	2	6	26	4	0	15	12	5	20	29	2	1	0	42	1	10	16	0	7	0	12	0	10	27	0	7	9	5	8	10	10	1	8	4	3	0	31	15	8	9	13	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;UCG-009;uncultured Ruminococcaceae bacterium	OTU_25088	3	11	0	5	0	6	11	3	14	4	10	24	8	7	16	0	0	0	25	2	33	8	5	6	8	4	9	8	0	2	0	3	1	16	15	2	7	13	3	7	15	15	7	25	8	0	5	6	18	6	3	21	16	7	14	25	5	3	34	9	63	1	33	4	7	29	8	15	4	2	15	2	12	21	8	1	1	1	9	5	0	53	3	3	7	0	8	9	19	7	2	0	8	1	13	20	1	9	0	6	2	5	26	0	10	11	2	1	5	12	2	8	6	6	0	8	16	8	5	6	0	12	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Ruminiclostridium;uncultured bacterium	OTU_37435	2	14	0	0	4	0	7	3	18	1	0	8	0	0	2	3	0	2	0	0	5	0	392	4	2	171	5	0	4	8	0	0	0	0	1	0	3	0	0	0	2	2	1	0	0	0	0	0	0	5	0	0	12	0	6	11	0	0	7	0	0	0	4	0	3	2	0	15	0	0	0	22	2	4	0	0	0	0	1	0	2	9	6	6	16	0	4	15	2	1	0	0	3	3	3	0	0	3	0	0	0	1	2	0	4	0	0	0	8	55	86	0	0	0	0	20	0	0	0	95	0	8	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hydrogenoanaerobacterium;Blattella germanica (German cockroach);Other	OTU_139733	1	43	1	30	0	35	1	10	46	2	29	126	1	0	20	2	0	0	8	0	3	54	4	1	3	0	2	25	0	0	0	6	2	67	0	0	10	34	0	3	1	9	3	22	0	2	3	6	1	3	0	75	70	4	0	15	24	0	1	4	260	1	1	0	6	22	7	10	18	35	13	0	0	0	36	3	1	4	12	0	2	22	1	2	4	0	26	9	2	1	0	0	2	0	0	3	1	12	0	8	0	5	11	0	1	5	0	0	0	6	5	2	2	4	0	3	1	3	16	3	0	4	8	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hydrogenoanaerobacterium;uncultured bacterium;Other	OTU_129	18	113	77	71	0	16	34	24	41	20	75	177	36	3	11	3	14	9	51	0	65	125	5	37	41	10	14	57	7	3	0	38	8	322	29	10	7	327	7	13	57	22	7	38	10	7	34	3	27	6	30	260	20	38	10	90	226	6	52	38	5	24	8	8	33	11	32	113	84	118	5	1	35	9	38	24	13	7	7	18	34	191	7	2	68	3	13	90	83	9	0	1	23	0	13	16	9	9	4	44	0	15	168	2	8	71	1	18	3	42	15	43	0	19	1	70	68	16	11	13	3	12	7	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter;uncultured bacterium	OTU_83	135	51	55	33	18	199	144	171	109	65	92	188	113	65	44	7	206	113	88	23	208	44	6	79	258	20	260	76	57	18	0	41	30	114	57	28	35	64	50	47	71	210	96	42	49	45	43	5	51	112	25	115	50	246	181	78	239	41	130	148	13	20	115	60	162	56	243	214	77	41	175	15	56	423	32	71	74	12	4	19	19	107	41	9	48	7	54	178	87	8	10	13	76	6	16	132	47	8	6	92	4	35	249	1	47	58	35	10	46	21	5	6	69	61	0	80	36	70	19	17	10	21	4	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter;uncultured Clostridiales bacterium	OTU_1121	10	85	6	31	0	51	9	4	47	12	82	115	2	61	105	0	0	1	14	2	41	35	13	10	15	13	12	20	5	16	0	44	1	104	41	13	19	18	7	8	45	28	171	31	11	0	6	10	34	8	16	31	79	18	26	25	85	24	111	28	47	15	10	15	25	137	19	12	34	27	42	0	13	15	39	6	7	6	11	0	12	75	16	2	16	37	9	39	56	10	0	0	3	0	8	19	13	10	0	19	4	2	17	0	7	5	16	15	15	29	18	0	39	4	0	27	29	0	36	8	4	38	10	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter;uncultured Clostridiales Family IV bacterium	OTU_45919	1	0	1	4	2	24	3	28	19	7	3	0	11	0	21	0	0	1	20	1	20	9	0	1	6	0	41	6	7	8	0	2	20	2	3	0	4	4	7	0	5	14	8	19	10	3	4	0	2	30	0	5	0	10	1	7	13	7	4	6	0	5	14	3	6	8	17	22	1	6	16	0	10	3	2	9	21	0	2	4	3	21	11	2	0	0	18	1	7	5	3	0	0	2	5	1	5	0	0	12	0	2	10	0	7	19	12	0	5	3	0	3	2	3	0	4	9	20	2	0	6	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Intestinimonas;uncultured bacterium	OTU_2563	8	2	0	21	8	49	25	15	1	0	6	18	139	2	4	6	190	29	79	0	25	2	0	24	49	5	71	39	2	11	0	1	10	3	2	0	25	3	30	4	8	7	1	3	31	5	0	0	15	1	3	1	1	42	17	18	4	10	24	30	0	4	26	35	69	9	70	149	6	2	56	2	1	33	8	47	6	0	0	15	14	104	16	0	5	0	4	27	28	2	8	7	7	3	7	73	0	0	2	29	0	1	67	5	3	33	26	0	26	0	3	27	21	106	0	16	7	5	1	0	0	13	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Intestinimonas;uncultured Ruminococcaceae bacterium	OTU_258	22	98	21	74	2	66	7	14	4	5	180	266	45	32	36	0	5	1	17	4	18	85	7	12	6	4	5	105	1	8	0	22	3	100	16	5	6	106	1	4	7	28	10	55	7	1	20	16	16	12	8	111	35	16	13	42	126	13	80	17	73	19	6	4	17	64	20	25	93	32	16	1	12	10	86	7	6	12	10	2	2	68	12	3	30	7	8	40	43	17	1	12	8	0	9	26	10	13	2	8	4	47	21	2	4	24	0	3	8	36	9	7	6	3	6	17	22	4	38	14	0	3	12	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NK4A214 group;uncultured bacterium	OTU_149	158	6	122	15	16	71	127	94	110	198	31	44	41	11	51	45	47	10	177	65	185	16	52	120	93	25	93	20	17	48	0	13	15	28	102	25	59	20	25	212	145	117	84	41	84	26	10	15	166	67	45	40	25	102	127	166	42	49	273	150	38	88	107	99	101	71	66	269	16	11	90	28	209	207	22	122	58	0	22	26	50	194	66	10	170	14	72	246	100	9	12	0	69	10	87	57	31	18	16	88	2	25	236	5	28	106	30	18	72	42	30	30	53	41	3	72	41	93	4	34	32	43	2	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NK4A214 group;uncultured Firmicutes bacterium	OTU_386	45	12	11	9	5	12	30	32	57	47	9	31	19	9	77	0	14	0	33	2	50	13	2	28	40	12	38	4	14	27	0	7	10	14	41	1	15	54	23	37	140	116	52	32	13	3	12	3	77	46	5	32	5	53	52	46	18	16	121	50	10	26	11	55	43	68	47	36	1	4	50	8	74	120	15	11	13	12	20	1	24	135	71	2	35	13	37	90	104	2	1	4	11	0	52	47	2	2	0	41	3	2	61	1	3	34	44	2	27	17	8	9	47	37	3	43	39	10	6	13	7	24	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NK4A214 group;uncultured organism	OTU_78926	5	0	2	1	0	2	6	6	18	1	7	5	0	1	10	0	0	0	13	1	9	3	0	2	0	2	1	0	1	3	0	29	0	3	4	2	4	11	2	2	13	14	11	5	11	0	3	2	7	5	2	2	0	5	9	12	14	2	29	5	8	5	3	5	9	8	4	1	1	2	9	1	8	20	3	2	4	6	1	0	0	25	2	2	6	3	6	12	8	0	0	0	0	0	7	6	0	0	0	5	0	0	10	0	2	5	3	0	7	1	1	0	4	12	0	5	2	0	2	1	2	3	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NK4A214 group;uncultured Ruminococcaceae bacterium	OTU_7999	17	3	7	4	8	1	20	5	13	12	12	14	19	4	11	0	8	1	68	2	9	3	2	6	3	4	20	7	0	7	0	8	5	5	22	2	2	4	1	6	18	34	11	14	19	3	15	0	25	2	2	8	6	4	16	22	1	9	12	12	1	5	4	16	23	17	11	48	6	5	70	1	21	14	8	16	0	17	5	6	4	236	12	0	13	8	3	38	38	0	1	0	18	0	10	7	2	0	0	35	0	0	28	3	2	21	2	2	4	9	3	35	3	6	12	24	6	3	2	5	1	3	3	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Papillibacter;uncultured Clostridiales bacterium	OTU_2714	2	0	0	0	0	2	4	3	10	8	15	2	0	0	13	0	0	0	6	0	11	0	0	2	5	0	0	1	0	0	0	4	0	3	5	0	2	3	1	3	15	20	2	14	3	0	3	2	9	1	1	3	0	4	3	7	0	0	8	0	1	0	0	0	6	7	4	5	4	0	3	0	4	5	4	4	1	3	3	0	0	23	0	0	4	2	4	11	15	0	0	0	6	0	2	16	0	1	0	2	0	2	10	0	0	3	0	0	1	0	0	1	4	0	0	1	3	0	0	0	0	3	3	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005;uncultured bacterium	OTU_529	16	12	11	1	5	4	14	79	93	23	36	38	2	5	27	24	0	2	24	27	35	7	48	15	48	14	19	12	32	4	0	1	3	23	24	13	67	1	9	25	31	54	20	19	17	0	2	29	93	44	7	12	22	49	14	39	10	11	29	31	2	10	22	11	19	41	17	23	22	12	31	5	59	27	29	3	32	1	15	4	17	45	8	11	40	12	113	38	10	17	2	0	8	0	49	26	1	5	3	6	0	17	21	0	3	8	1	4	11	23	16	18	4	10	1	22	12	2	11	30	0	31	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;uncultured;uncultured bacterium	OTU_15715	31	67	45	45	12	21	58	156	24	53	32	86	26	7	185	3	14	3	57	1	42	60	0	22	50	5	20	58	24	28	0	7	6	46	44	5	15	20	3	18	21	74	470	88	17	0	4	6	22	116	20	83	18	37	105	95	19	6	63	14	23	18	40	20	182	100	49	145	10	22	67	0	18	93	14	31	63	3	3	10	9	56	25	2	68	5	14	228	42	31	7	1	53	2	21	43	4	19	6	30	0	28	108	2	12	32	12	17	26	5	2	4	15	15	7	99	17	2	10	12	1	11	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;uncultured;uncultured Oscillospira sp.	OTU_95188	2	18	0	9	41	2	3	2	0	0	1	13	0	0	52	0	3	4	0	0	16	13	0	0	1	4	1	7	0	37	0	0	4	2	0	0	32	2	0	0	1	0	3	13	45	0	2	0	1	0	2	14	8	0	11	8	5	0	8	3	3	0	151	70	14	13	4	25	0	2	1	0	0	0	2	1	0	1	0	0	45	1	0	0	4	0	3	9	18	5	18	0	3	19	0	1	1	3	0	3	0	9	3	0	0	1	1	2	149	0	4	1	0	1	0	10	0	0	7	2	3	6	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;[Eubacterium] siraeum group;uncultured bacterium	OTU_2867	6	7	0	5	1	0	0	0	15	2	0	2	0	0	2	0	0	0	5	0	0	0	2	2	0	24	1	1	0	0	0	32	0	1	1	0	118	0	6	5	2	18	0	1	4	0	0	0	58	3	0	0	2	0	4	4	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	5	73	0	0	1	0	2	0	0	0	0	0	0	1	0	12	1	2	0	0	0	1	0	45	0	5	0	0	0	0	0	0	3	1	14	2	0	0	164	87	0	0	1	1	10	0	0	0	2	4	3	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Anaerotruncus;Anaerotruncus sp. G3(2012)	OTU_343	5	0	0	2	6	6	0	0	7	5	0	0	25	0	7	0	11	16	0	0	3	0	0	5	5	2	17	0	0	2	0	0	0	0	3	1	5	1	17	6	4	0	13	9	6	2	1	12	3	7	0	0	0	6	4	0	1	0	2	9	9	0	21	12	3	8	15	3	0	0	9	0	2	0	0	8	0	0	8	1	0	1	1	1	2	0	10	4	5	0	5	0	1	0	2	18	0	0	0	12	0	0	5	3	0	0	1	0	3	1	0	2	9	7	0	0	4	1	0	0	0	8	0	0	0	0
